pokedex_id,name,evolves_from,evolution_trigger,evolution_condition
166,ledian,ledyba,Level Up,Level 18
167,spinarak,,,
168,ariados,spinarak,Level Up,Level 22
169,crobat,golbat,Level Up,Happiness 160
170,chinchou,,,
171,lanturn,chinchou,Level Up,Level 27
172,pichu,,,
173,cleffa,,,
174,igglybuff,,,
175,togepi,,,
176,togetic,togepi,Level Up,Happiness 160
177,natu,,,
178,xatu,natu,Level Up,Level 25
179,mareep,,,
180,flaaffy,mareep,Level Up,Level 15
181,ampharos,flaaffy,Level Up,Level 30
182,bellossom,gloom,Use Item,Sun Stone
183,marill,azurill,Level Up,Happiness 160
184,azumarill,marill,Level Up,Level 18
185,sudowoodo,bonsly,Level Up,Knows Mimic
186,politoed,poliwhirl,Trade,Holding Kings Rock
187,hoppip,,,
188,skiploom,hoppip,Level Up,Level 18
189,jumpluff,skiploom,Level Up,Level 27
190,aipom,,,
191,sunkern,,,
192,sunflora,sunkern,Use Item,Sun Stone
193,yanma,,,
194,wooper,,,
195,quagsire,wooper,Level Up,Level 20
196,espeon,eevee,Level Up,"Happiness 160, Day"
197,umbreon,eevee,Level Up,"Happiness 160, Night"
198,murkrow,,,
199,slowking,slowpoke,Trade,Holding Kings Rock
200,misdreavus,,,
201,unown,,,
202,wobbuffet,wynaut,Level Up,Level 15
203,girafarig,,,
204,pineco,,,
205,forretress,pineco,Level Up,Level 31
206,dunsparce,,,
207,gligar,,,
208,steelix,onix,Trade,Holding Metal Coat
209,snubbull,,,
210,granbull,snubbull,Level Up,Level 23
211,qwilfish,,,
212,scizor,scyther,Trade,Holding Metal Coat
213,shuckle,,,
214,heracross,,,
215,sneasel,,,
216,teddiursa,,,
217,ursaring,teddiursa,Level Up,Level 30
218,slugma,,,
219,magcargo,slugma,Level Up,Level 38
220,swinub,,,
221,piloswine,swinub,Level Up,Level 33
222,corsola,,,
223,remoraid,,,
224,octillery,remoraid,Level Up,Level 25
225,delibird,,,
226,mantine,mantyke,Level Up,With Remoraid in party
227,skarmory,,,
228,houndour,,,
229,houndoom,houndour,Level Up,Level 24
230,kingdra,seadra,Trade,Holding Dragon Scale
231,phanpy,,,
232,donphan,phanpy,Level Up,Level 25
233,porygon2,porygon,Trade,Holding Up Grade
234,stantler,,,
235,smeargle,,,
236,tyrogue,,,
237,hitmontop,tyrogue,Level Up,"Level 20, Attack = Defense"
238,smoochum,,,
239,elekid,,,
240,magby,,,
241,miltank,,,
242,blissey,chansey,Level Up,Happiness 160
243,raikou,,,
244,entei,,,
245,suicune,,,
246,larvitar,,,
247,pupitar,larvitar,Level Up,Level 30
248,tyranitar,pupitar,Level Up,Level 55
249,lugia,,,
250,ho-oh,,,
251,celebi,,,
252,treecko,,,
253,grovyle,treecko,Level Up,Level 16
254,sceptile,grovyle,Level Up,Level 36
255,torchic,,,
256,combusken,torchic,Level Up,Level 16
257,blaziken,combusken,Level Up,Level 36
258,mudkip,,,
259,marshtomp,mudkip,Level Up,Level 16
260,swampert,marshtomp,Level Up,Level 36
261,poochyena,,,
262,mightyena,poochyena,Level Up,Level 18
263,zigzagoon,,,
264,linoone,zigzagoon,Level Up,Level 20
265,wurmple,,,
266,silcoon,wurmple,Level Up,Level 7
267,beautifly,silcoon,Level Up,Level 10
268,cascoon,wurmple,Level Up,Level 7
269,dustox,cascoon,Level Up,Level 10
270,lotad,,,
271,lombre,lotad,Level Up,Level 14
272,ludicolo,lombre,Use Item,Water Stone
273,seedot,,,
274,nuzleaf,seedot,Level Up,Level 14
275,shiftry,nuzleaf,Use Item,Leaf Stone
276,taillow,,,
277,swellow,taillow,Level Up,Level 22
278,wingull,,,
279,pelipper,wingull,Level Up,Level 25
280,ralts,,,
281,kirlia,ralts,Level Up,Level 20
282,gardevoir,kirlia,Level Up,Level 30
283,surskit,,,
284,masquerain,surskit,Level Up,Level 22
285,shroomish,,,
286,breloom,shroomish,Level Up,Level 23
287,slakoth,,,
288,vigoroth,slakoth,Level Up,Level 18
289,slaking,vigoroth,Level Up,Level 36
290,nincada,,,
291,ninjask,nincada,Level Up,Level 20
292,shedinja,nincada,Shed,Shed
293,whismur,,,
294,loudred,whismur,Level Up,Level 20
295,exploud,loudred,Level Up,Level 40
296,makuhita,,,
297,hariyama,makuhita,Level Up,Level 24
298,azurill,,,
299,nosepass,,,
300,skitty,,,
301,delcatty,skitty,Use Item,Moon Stone
302,sableye,,,
303,mawile,,,
304,aron,,,
305,lairon,aron,Level Up,Level 32
306,aggron,lairon,Level Up,Level 42
307,meditite,,,
308,medicham,meditite,Level Up,Level 37
309,electrike,,,
310,manectric,electrike,Level Up,Level 26
311,plusle,,,
312,minun,,,
313,volbeat,,,
314,illumise,,,
315,roselia,budew,Level Up,"Happiness 160, Day"
316,gulpin,,,
317,swalot,gulpin,Level Up,Level 26
318,carvanha,,,
319,sharpedo,carvanha,Level Up,Level 30
320,wailmer,,,
321,wailord,wailmer,Level Up,Level 40
322,numel,,,
323,camerupt,numel,Level Up,Level 33
324,torkoal,,,
325,spoink,,,
326,grumpig,spoink,Level Up,Level 32
327,spinda,,,
328,trapinch,,,
329,vibrava,trapinch,Level Up,Level 35
330,flygon,vibrava,Level Up,Level 45
331,cacnea,,,
332,cacturne,cacnea,Level Up,Level 32
333,swablu,,,
334,altaria,swablu,Level Up,Level 35
335,zangoose,,,
336,seviper,,,
337,lunatone,,,
338,solrock,,,
339,barboach,,,
340,whiscash,barboach,Level Up,Level 30
341,corphish,,,
342,crawdaunt,corphish,Level Up,Level 30
343,baltoy,,,
344,claydol,baltoy,Level Up,Level 36
345,lileep,,,
346,cradily,lileep,Level Up,Level 40
347,anorith,,,
348,armaldo,anorith,Level Up,Level 40
349,feebas,,,
350,milotic,feebas,Level Up,Beauty 170
351,castform,,,
352,kecleon,,,
353,shuppet,,,
354,banette,shuppet,Level Up,Level 37
355,duskull,,,
356,dusclops,duskull,Level Up,Level 37
357,tropius,,,
358,chimecho,chingling,Level Up,"Happiness 220, Night"
359,absol,,,
360,wynaut,,,
361,snorunt,,,
362,glalie,snorunt,Level Up,Level 42
363,spheal,,,
364,sealeo,spheal,Level Up,Level 32
365,walrein,sealeo,Level Up,Level 44
366,clamperl,,,
367,huntail,clamperl,Trade,Holding Deep Sea Tooth
368,gorebyss,clamperl,Trade,Holding Deep Sea Scale
369,relicanth,,,
370,luvdisc,,,
371,bagon,,,
372,shelgon,bagon,Level Up,Level 30
373,salamence,shelgon,Level Up,Level 50
374,beldum,,,
375,metang,beldum,Level Up,Level 20
376,metagross,metang,Level Up,Level 45
377,regirock,,,
378,regice,,,
379,registeel,,,
380,latias,,,
381,latios,,,
382,kyogre,,,
383,groudon,,,
384,rayquaza,,,
385,jirachi,,,
387,turtwig,,,
388,grotle,turtwig,Level Up,Level 18
389,torterra,grotle,Level Up,Level 32
390,chimchar,,,
391,monferno,chimchar,Level Up,Level 14
392,infernape,monferno,Level Up,Level 36
393,piplup,,,
394,prinplup,piplup,Level Up,Level 16
395,empoleon,prinplup,Level Up,Level 36
396,starly,,,
397,staravia,starly,Level Up,Level 14
398,staraptor,staravia,Level Up,Level 34
399,bidoof,,,
400,bibarel,bidoof,Level Up,Level 15
401,kricketot,,,
402,kricketune,kricketot,Level Up,Level 10
403,shinx,,,
404,luxio,shinx,Level Up,Level 15
405,luxray,luxio,Level Up,Level 30
406,budew,,,
407,roserade,roselia,Use Item,Shiny Stone
408,cranidos,,,
409,rampardos,cranidos,Level Up,Level 30
410,shieldon,,,
411,bastiodon,shieldon,Level Up,Level 30
412,burmy,,,
414,mothim,burmy,Level Up,"Level 20, Male only"
415,combee,,,
416,vespiquen,combee,Level Up,"Level 21, Female only"
417,pachirisu,,,
418,buizel,,,
419,floatzel,buizel,Level Up,Level 26
420,cherubi,,,
421,cherrim,cherubi,Level Up,Level 25
422,shellos,,,
423,gastrodon,shellos,Level Up,Level 30
424,ambipom,aipom,Level Up,Knows Double Hit
425,drifloon,,,
426,drifblim,drifloon,Level Up,Level 28
427,buneary,,,
428,lopunny,buneary,Level Up,Happiness 160
429,mismagius,misdreavus,Use Item,Dusk Stone
430,honchkrow,murkrow,Use Item,Dusk Stone
431,glameow,,,
432,purugly,glameow,Level Up,Level 38
433,chingling,,,
434,stunky,,,
435,skuntank,stunky,Level Up,Level 34
436,bronzor,,,
437,bronzong,bronzor,Level Up,Level 33
438,bonsly,,,
439,mime-jr,,,
440,happiny,,,
441,chatot,,,
442,spiritomb,,,
443,gible,,,
444,gabite,gible,Level Up,Level 24
445,garchomp,gabite,Level Up,Level 48
446,munchlax,,,
447,riolu,,,
448,lucario,riolu,Level Up,"Happiness 160, Day"
449,hippopotas,,,
450,hippowdon,hippopotas,Level Up,Level 34
451,skorupi,,,
452,drapion,skorupi,Level Up,Level 40
453,croagunk,,,
454,toxicroak,croagunk,Level Up,Level 37
455,carnivine,,,
456,finneon,,,
457,lumineon,finneon,Level Up,Level 31
458,mantyke,,,
459,snover,,,
460,abomasnow,snover,Level Up,Level 40
461,weavile,sneasel,Level Up,"Night, Holding Razor Claw"
462,magnezone,magneton,Level Up,Near Mt Coronet
463,lickilicky,lickitung,Level Up,Knows Rollout
464,rhyperior,rhydon,Trade,Holding Protector
465,tangrowth,tangela,Level Up,Knows Ancient Power
466,electivire,electabuzz,Trade,Holding Electirizer
467,magmortar,magmar,Trade,Holding Magmarizer
468,togekiss,togetic,Use Item,Shiny Stone
469,yanmega,yanma,Level Up,Knows Ancient Power
470,leafeon,eevee,Level Up,Near Eterna Forest
471,glaceon,eevee,Level Up,Near Sinnoh Route 217
472,gliscor,gligar,Level Up,"Night, Holding Razor Fang"
473,mamoswine,piloswine,Level Up,Knows Ancient Power
474,porygon-z,porygon2,Trade,Holding Dubious Disc
475,gallade,kirlia,Use Item,Dawn Stone
476,probopass,nosepass,Level Up,Near Mt Coronet
477,dusknoir,dusclops,Trade,Holding Reaper Cloth
478,froslass,snorunt,Use Item,Dawn Stone
479,rotom,,,
480,uxie,,,
481,mesprit,,,
482,azelf,,,
483,dialga,,,
484,palkia,,,
485,heatran,,,
486,regigigas,,,
488,cresselia,,,
489,phione,,,
490,manaphy,phione,,
491,darkrai,,,
493,arceus,,,
494,victini,,,
495,snivy,,,
496,servine,snivy,Level Up,Level 17
497,serperior,servine,Level Up,Level 36
498,tepig,,,
499,pignite,tepig,Level Up,Level 17
500,emboar,pignite,Level Up,Level 36
501,oshawott,,,
502,dewott,oshawott,Level Up,Level 17
503,samurott,dewott,Level Up,Level 36
504,patrat,,,
505,watchog,patrat,Level Up,Level 20
506,lillipup,,,
507,herdier,lillipup,Level Up,Level 16
508,stoutland,herdier,Level Up,Level 32
509,purrloin,,,
510,liepard,purrloin,Level Up,Level 20
511,pansage,,,
512,simisage,pansage,Use Item,Leaf Stone
513,pansear,,,
514,simisear,pansear,Use Item,Fire Stone
515,panpour,,,
516,simipour,panpour,Use Item,Water Stone
517,munna,,,
518,musharna,munna,Use Item,Moon Stone
519,pidove,,,
520,tranquill,pidove,Level Up,Level 21
521,unfezant,tranquill,Level Up,Level 32
522,blitzle,,,
523,zebstrika,blitzle,Level Up,Level 27
524,roggenrola,,,
525,boldore,roggenrola,Level Up,Level 25
526,gigalith,boldore,Trade,Trade
527,woobat,,,
528,swoobat,woobat,Level Up,Happiness 160
529,drilbur,,,
530,excadrill,drilbur,Level Up,Level 31
531,audino,,,
532,timburr,,,
533,gurdurr,timburr,Level Up,Level 25
534,conkeldurr,gurdurr,Trade,Trade
535,tympole,,,
536,palpitoad,tympole,Level Up,Level 25
537,seismitoad,palpitoad,Level Up,Level 36
538,throh,,,
539,sawk,,,
540,sewaddle,,,
541,swadloon,sewaddle,Level Up,Level 20
542,leavanny,swadloon,Level Up,Happiness 220
543,venipede,,,
544,whirlipede,venipede,Level Up,Level 22
545,scolipede,whirlipede,Level Up,Level 30
546,cottonee,,,
547,whimsicott,cottonee,Use Item,Sun Stone
548,petilil,,,
549,lilligant,petilil,Use Item,Sun Stone
551,sandile,,,
552,krokorok,sandile,Level Up,Level 29
553,krookodile,krokorok,Level Up,Level 40
554,darumaka,,,
556,maractus,,,
557,dwebble,,,
558,crustle,dwebble,Level Up,Level 34
559,scraggy,,,
560,scrafty,scraggy,Level Up,Level 39
561,sigilyph,,,
562,yamask,,,
563,cofagrigus,yamask,Level Up,Level 34
564,tirtouga,,,
565,carracosta,tirtouga,Level Up,Level 37
566,archen,,,
567,archeops,archen,Level Up,Level 37
568,trubbish,,,
569,garbodor,trubbish,Level Up,Level 36
570,zorua,,,
571,zoroark,zorua,Level Up,Level 30
572,minccino,,,
573,cinccino,minccino,Use Item,Shiny Stone
574,gothita,,,
575,gothorita,gothita,Level Up,Level 32
576,gothitelle,gothorita,Level Up,Level 41
577,solosis,,,
578,duosion,solosis,Level Up,Level 32
579,reuniclus,duosion,Level Up,Level 41
580,ducklett,,,
581,swanna,ducklett,Level Up,Level 35
582,vanillite,,,
583,vanillish,vanillite,Level Up,Level 35
584,vanilluxe,vanillish,Level Up,Level 47
585,deerling,,,
586,sawsbuck,deerling,Level Up,Level 34
587,emolga,,,
588,karrablast,,,
589,escavalier,karrablast,Trade,Trade for Shelmet
590,foongus,,,
591,amoonguss,foongus,Level Up,Level 39
594,alomomola,,,
595,joltik,,,
596,galvantula,joltik,Level Up,Level 36
597,ferroseed,,,
598,ferrothorn,ferroseed,Level Up,Level 40
599,klink,,,
600,klang,klink,Level Up,Level 38
601,klinklang,klang,Level Up,Level 49
602,tynamo,,,
603,eelektrik,tynamo,Level Up,Level 39
604,eelektross,eelektrik,Use Item,Thunder Stone
605,elgyem,,,
606,beheeyem,elgyem,Level Up,Level 42
607,litwick,,,
608,lampent,litwick,Level Up,Level 41
609,chandelure,lampent,Use Item,Dusk Stone
610,axew,,,
611,fraxure,axew,Level Up,Level 38
612,haxorus,fraxure,Level Up,Level 48
613,cubchoo,,,
614,beartic,cubchoo,Level Up,Level 37
615,cryogonal,,,
616,shelmet,,,
617,accelgor,shelmet,Trade,Trade for Karrablast
618,stunfisk,,,
619,mienfoo,,,
620,mienshao,mienfoo,Level Up,Level 50
621,druddigon,,,
622,golett,,,
623,golurk,golett,Level Up,Level 43
624,pawniard,,,
625,bisharp,pawniard,Level Up,Level 52
626,bouffalant,,,
627,rufflet,,,
628,braviary,rufflet,Level Up,Level 54
629,vullaby,,,
630,mandibuzz,vullaby,Level Up,Level 54
631,heatmor,,,
632,durant,,,
633,deino,,,
634,zweilous,deino,Level Up,Level 50
635,hydreigon,zweilous,Level Up,Level 64
636,larvesta,,,
637,volcarona,larvesta,Level Up,Level 59
638,cobalion,,,
639,terrakion,,,
640,virizion,,,
643,reshiram,,,
644,zekrom,,,
646,kyurem,,,
649,genesect,,,
650,chespin,,,
651,quilladin,chespin,Level Up,Level 16
652,chesnaught,quilladin,Level Up,Level 36
653,fennekin,,,
654,braixen,fennekin,Level Up,Level 16
655,delphox,braixen,Level Up,Level 36
656,froakie,,,
657,frogadier,froakie,Level Up,Level 16
658,greninja,frogadier,Level Up,Level 36
659,bunnelby,,,
660,diggersby,bunnelby,Level Up,Level 20
661,fletchling,,,
662,fletchinder,fletchling,Level Up,Level 17
663,talonflame,fletchinder,Level Up,Level 35
664,scatterbug,,,
665,spewpa,scatterbug,Level Up,Level 9
666,vivillon,spewpa,Level Up,Level 12
667,litleo,,,
669,flabebe,,,
670,floette,flabebe,Level Up,Level 19
671,florges,floette,Use Item,Shiny Stone
672,skiddo,,,
673,gogoat,skiddo,Level Up,Level 32
674,pancham,,,
675,pangoro,pancham,Level Up,"Level 32, With Dark-type in party"
676,furfrou,,,
677,espurr,,,
679,honedge,,,
680,doublade,honedge,Level Up,Level 35
682,spritzee,,,
683,aromatisse,spritzee,Trade,Holding Sachet
684,swirlix,,,
685,slurpuff,swirlix,Trade,Holding Whipped Dream
686,inkay,,,
687,malamar,inkay,Level Up,"Level 30, Turn console upside-down"
688,binacle,,,
689,barbaracle,binacle,Level Up,Level 39
690,skrelp,,,
691,dragalge,skrelp,Level Up,Level 48
692,clauncher,,,
693,clawitzer,clauncher,Level Up,Level 37
694,helioptile,,,
695,heliolisk,helioptile,Use Item,Sun Stone
696,tyrunt,,,
697,tyrantrum,tyrunt,Level Up,"Level 39, Day"
698,amaura,,,
699,aurorus,amaura,Level Up,"Level 39, Night"
700,sylveon,eevee,Level Up,"Knows Fairy-type move, Affection 2"
701,hawlucha,,,
702,dedenne,,,
703,carbink,,,
704,goomy,,,
705,sliggoo,goomy,Level Up,Level 40
706,goodra,sliggoo,Level Up,"Level 50, In rain"
707,klefki,,,
708,phantump,,,
709,trevenant,phantump,Trade,Trade
712,bergmite,,,
713,avalugg,bergmite,Level Up,Level 37
714,noibat,,,
715,noivern,noibat,Level Up,Level 48
716,xerneas,,,
717,yveltal,,,
719,diancie,,,
720,hoopa,,,
721,volcanion,,,
722,rowlet,,,
723,dartrix,rowlet,Level Up,Level 17
724,decidueye,dartrix,Level Up,Level 34
725,litten,,,
726,torracat,litten,Level Up,Level 17
727,incineroar,torracat,Level Up,Level 34
728,popplio,,,
729,brionne,popplio,Level Up,Level 17
730,primarina,brionne,Level Up,Level 34
731,pikipek,,,
732,trumbeak,pikipek,Level Up,Level 14
733,toucannon,trumbeak,Level Up,Level 28
734,yungoos,,,
735,gumshoos,yungoos,Level Up,"Level 20, Day"
736,grubbin,,,
737,charjabug,grubbin,Level Up,Level 20
738,vikavolt,charjabug,Level Up,Near Vast Poni Canyon
739,crabrawler,,,
740,crabominable,crabrawler,Level Up,Near Mount Lanakila
742,cutiefly,,,
743,ribombee,cutiefly,Level Up,Level 25
744,rockruff,,,
747,mareanie,,,
748,toxapex,mareanie,Level Up,Level 38
749,mudbray,,,
750,mudsdale,mudbray,Level Up,Level 30
751,dewpider,,,
752,araquanid,dewpider,Level Up,Level 22
753,fomantis,,,
754,lurantis,fomantis,Level Up,"Level 34, Day"
755,morelull,,,
756,shiinotic,morelull,Level Up,Level 24
757,salandit,,,
758,salazzle,salandit,Level Up,"Level 33, Female only"
759,stufful,,,
760,bewear,stufful,Level Up,Level 27
761,bounsweet,,,
762,steenee,bounsweet,Level Up,Level 18
763,tsareena,steenee,Level Up,Knows Stomp
764,comfey,,,
765,oranguru,,,
766,passimian,,,
767,wimpod,,,
768,golisopod,wimpod,Level Up,Level 30
769,sandygast,,,
770,palossand,sandygast,Level Up,Level 42
771,pyukumuku,,,
772,type-null,,,
773,silvally,type-null,Level Up,Happiness 160
775,komala,,,
776,turtonator,,,
777,togedemaru,,,
779,bruxish,,,
780,drampa,,,
781,dhelmise,,,
782,jangmo-o,,,
783,hakamo-o,jangmo-o,Level Up,Level 35
784,kommo-o,hakamo-o,Level Up,Level 45
785,tapu-koko,,,
786,tapu-lele,,,
787,tapu-bulu,,,
788,tapu-fini,,,
789,cosmog,,,
790,cosmoem,cosmog,Level Up,Level 43
791,solgaleo,cosmoem,Level Up,Level 53
792,lunala,cosmoem,Level Up,Level 53
793,nihilego,,,
794,buzzwole,,,
795,pheromosa,,,
796,xurkitree,,,
797,celesteela,,,
798,kartana,,,
799,guzzlord,,,
800,necrozma,,,
801,magearna,,,
802,marshadow,,,
803,poipole,,,
804,naganadel,poipole,Level Up,Knows Dragon Pulse
805,stakataka,,,
806,blacephalon,,,
807,zeraora,,,
808,meltan,,,
809,melmetal,,,
810,grookey,,,
811,thwackey,grookey,Level Up,Level 16
812,rillaboom,thwackey,Level Up,Level 35
813,scorbunny,,,
814,raboot,scorbunny,Level Up,Level 16
815,cinderace,raboot,Level Up,Level 35
816,sobble,,,
817,drizzile,sobble,Level Up,Level 16
818,inteleon,drizzile,Level Up,Level 35
819,skwovet,,,
820,greedent,skwovet,Level Up,Level 24
821,rookidee,,,
822,corvisquire,rookidee,Level Up,Level 18
823,corviknight,corvisquire,Level Up,Level 38
824,blipbug,,,
825,dottler,blipbug,Level Up,Level 10
826,orbeetle,dottler,Level Up,Level 30
827,nickit,,,
828,thievul,nickit,Level Up,Level 18
829,gossifleur,,,
830,eldegoss,gossifleur,Level Up,Level 20
831,wooloo,,,
832,dubwool,wooloo,Level Up,Level 24
833,chewtle,,,
834,drednaw,chewtle,Level Up,Level 22
835,yamper,,,
836,boltund,yamper,Level Up,Level 25
837,rolycoly,,,
838,carkol,rolycoly,Level Up,Level 18
839,coalossal,carkol,Level Up,Level 34
840,applin,,,
841,flapple,applin,Use Item,Tart Apple
842,appletun,applin,Use Item,Sweet Apple
843,silicobra,,,
844,sandaconda,silicobra,Level Up,Level 36
845,cramorant,,,
846,arrokuda,,,
847,barraskewda,arrokuda,Level Up,Level 26
848,toxel,,,
850,sizzlipede,,,
851,centiskorch,sizzlipede,Level Up,Level 28
852,clobbopus,,,
853,grapploct,clobbopus,Level Up,Knows Taunt
854,sinistea,,,
855,polteageist,sinistea,Use Item,Cracked Pot
856,hatenna,,,
857,hattrem,hatenna,Level Up,Level 32
858,hatterene,hattrem,Level Up,Level 42
859,impidimp,,,
860,morgrem,impidimp,Level Up,Level 32
861,grimmsnarl,morgrem,Level Up,Level 42
862,obstagoon,linoone,Level Up,"Level 35, Night"
863,perrserker,meowth,Level Up,Level 28
864,cursola,corsola,Level Up,Level 38
865,sirfetchd,farfetchd,Three Critical Hits,Three Critical Hits
866,mr-rime,mr-mime,Level Up,Level 42
867,runerigus,yamask,Take Damage,Take Damage
868,milcery,,,
869,alcremie,milcery,Spin,Spin
870,falinks,,,
871,pincurchin,,,
872,snom,,,
873,frosmoth,snom,Level Up,"Happiness 160, Night"
874,stonjourner,,,
878,cufant,,,
879,copperajah,cufant,Level Up,Level 34
880,dracozolt,,,
881,arctozolt,,,
882,dracovish,,,
883,arctovish,,,
884,duraludon,,,
885,dreepy,,,
886,drakloak,dreepy,Level Up,Level 50
887,dragapult,drakloak,Level Up,Level 60
888,zacian,,,
889,zamazenta,,,
890,eternatus,,,
891,kubfu,,,
893,zarude,,,
894,regieleki,,,
895,regidrago,,,
896,glastrier,,,
897,spectrier,,,
898,calyrex,,,
899,wyrdeer,stantler,Agile Style Move,Agile Style Move
900,kleavor,scyther,Use Item,Black Augurite
901,ursaluna,ursaring,Use Item,Peat Block
903,sneasler,sneasel,Level Up,"Day, Holding Razor Claw"
